Unnamed: 0,施設分類,管理事務所名,管理先電話番号,緯度,経度,施設名,施設名カナ,路線種別,路線名,所在地,橋梁の種類,架設年（西暦）,橋長（m）,幅員（m）,離島架橋,長大橋,特殊橋,重要物流道路,緊急輸送道路,跨線橋,跨道橋,その他,最新点検年度,健全度Ⅰ,健全度Ⅱ,健全度Ⅲ,健全度Ⅳ,2023年点検,2024年点検,2025年点検,2026年点検,2027年点検,最新補修年度,2023年補修,2024年補修,2025年補修,2026年補修,2027年補修,対策内容,橋梁管理カルテ,橋梁管理カルテURL,geometry,bridge_id,node_type,dist_to_river,dist_to_coast,betweenness,num_buildings,num_public_facilities,num_hospitals,num_schools,num_bus_stops,num_street_connections,importance_score_base,public_access_score,traffic_proxy_score,importance_score,importance_rank,importance_category,degree,num_neighbors,component_increase,disconnected_nodes,k_hop_nodes,indirect_damage_score,narrative
83-01-001479,橋梁,防府土木建築事務所,0835-22-3485,34.17762,131.62067,堀1号橋,ﾎﾘ1ｺﾞｳｷｮｳ,一般国道,３７６号,山口市徳地堀,PC床版橋,1973,17.8,8.6,,,,,○,,,,2019,○,,,,,○,,,,2017.0,,,,,,,,,POINT (14651945.962269496 4052677.0609594053),BR_0010,bridge,9.524887739507072,17650.822645189186,0.000759174036945154,0,0,0,0,0,2,0.27743509472050293,0.0,100.0,20.1664610568323,435,very_low,37.0,37.0,0.0,0.0,52.0,0.3340106781416846,【最低重要度】重要度が最も低いクラスの橋梁です（ランク435位、スコア20.2）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001480,橋梁,防府土木建築事務所,0835-22-3485,34.17821,131.62138,堀2号橋,ﾎﾘ2ｺﾞｳｷｮｳ,一般国道,３７６号,山口市徳地堀,PCT桁橋,1973,17.9,7.6,,,,,○,,,,2019,○,,,,,○,,,,2017.0,,,,,,,,,POINT (14652024.99910796 4052756.450206528),BR_0011,bridge,7.67268899430142,17723.029407283815,0.09208108382289197,0,0,0,0,0,2,33.65041870394759,0.0,100.0,40.19025122236855,17,low,36.0,36.0,0.0,0.0,52.0,0.32922942067096983,【低重要度】比較的重要度が低い橋梁です（ランク17位、スコア40.2）。 この橋梁は、多数の交通経路が通過する重要な結節点であり、通行不能になると広範囲に影響が及びます。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001481,橋梁,防府土木建築事務所,0835-22-3485,34.17969,131.62399,堀3号橋,ﾎﾘ3ｺﾞｳｷｮｳ,一般国道,３７６号,山口市徳地堀,PC床版橋,1974,16.0,8.0,,,,,○,,,,2019,○,,,,,○,,,,2017.0,,,,,,,,,POINT (14652315.542978933 4052955.5985573973),BR_0012,bridge,17.153289397872765,17899.489951618496,8.217207256227463e-05,0,0,0,0,0,2,0.03002923654558762,0.0,100.0,20.018017541927353,651,very_low,43.0,43.0,0.0,0.0,58.0,0.3839748187106542,【最低重要度】重要度が最も低いクラスの橋梁です（ランク651位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001482,橋梁,防府土木建築事務所,0835-22-3485,34.17632,131.62977,堀4号橋,ﾎﾘ4ｺﾞｳｷｮｳ,一般国道,３７６号,山口市徳地堀,PC床版橋,1974,15.7,8.3,,,,,○,,,,2019,○,,,,,○,,,,,,,,,,,,,POINT (14652958.96963572 4052502.1374586876),BR_0013,bridge,3.8057200984024786,17264.171502381185,4.821499386706753e-05,0,0,0,0,0,2,0.017619848334492937,0.0,100.0,20.010571909000696,671,very_low,127.0,127.0,0.0,0.0,148.0,1.10474938242091,【最低重要度】重要度が最も低いクラスの橋梁です（ランク671位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001483,橋梁,防府土木建築事務所,0835-22-3485,34.17633,131.62968,堀4号橋側道橋,ﾎﾘ4ｺﾞｳｷｮｳｿｸﾄﾞｳｷｮｳ,一般国道,３７６号,山口市徳地堀,鋼Ｉ桁橋,1993,25.0,2.7,,,,,○,,,,2019,○,,,,,○,,,,2017.0,,,,,,,,,POINT (14652948.950881548 4052503.483013794),BR_0014,bridge,4.92648136282845,17268.612111421502,4.150104674862355e-06,0,0,0,0,0,2,0.001516628108363011,0.0,100.0,20.000909976865017,710,very_low,125.0,125.0,0.0,0.0,146.0,1.08809466889792,【最低重要度】重要度が最も低いクラスの橋梁です（ランク710位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001484,橋梁,防府土木建築事務所,0835-22-3485,34.17508,131.63227,堀5号橋,ﾎﾘ5ｺﾞｳｷｮｳ,一般国道,３７６号,山口市徳地堀,PC床版橋,1973,11.0,7.9,,,,,○,,,,2019,○,,,,,○,,,,2017.0,,,,,,,,,POINT (14653237.268362701 4052335.289861454),BR_0015,bridge,12.482348828945442,17019.344671508752,0.0003043594543995721,0,0,0,0,0,2,0.11122613518265798,0.0,100.0,20.066735681109595,531,very_low,241.0,241.0,0.0,0.0,264.0,2.0611602518128933,【最低重要度】重要度が最も低いクラスの橋梁です（ランク531位、スコア20.1）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001485,橋梁,防府土木建築事務所,0835-22-3485,34.17506,131.6322,堀5号橋側道橋,ﾎﾘ5ｺﾞｳｷｮｳｿｸﾄﾞｳｷｮｳ,一般国道,３７６号,山口市徳地堀,鋼H桁橋,1993,19.5,2.7,,,,,○,,,,2019,○,,,,,○,,,,,,,,,,,,,POINT (14653229.475998346 4052332.5987912673),BR_0016,bridge,19.84319541415481,17019.14956038875,0.00019356088203558022,0,0,0,0,0,2,0.07073553497405083,0.0,100.0,20.04244132098443,590,very_low,235.0,235.0,0.0,0.0,258.0,2.011196111243924,【最低重要度】重要度が最も低いクラスの橋梁です（ランク590位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001486,橋梁,防府土木建築事務所,0835-22-3485,34.17968,131.63794,漆尾橋,ｳﾙｼｵﾊｼ,一般国道,３７６号,山口市徳地堀,RC床版橋,1933,4.2,7.3,,,,,○,,,,2019,,,○,,,○,,,,2017.0,,,,,,,83-01-001486,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230131/83-01-001486_橋梁管理カルテ【漆尾橋】.pdf,POINT (14653868.449875496 4052954.25294871),BR_0017,bridge,7.1345024437591915,17434.926698428928,0.060127804779076095,0,0,0,0,0,2,21.973305727556163,0.0,100.0,33.183983436533694,25,low,303.0,303.0,0.0,0.0,327.0,2.58100247031636,【低重要度】比較的重要度が低い橋梁です（ランク25位、スコア33.2）。 この橋梁は、多数の交通経路が通過する重要な結節点であり、通行不能になると広範囲に影響が及びます。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001487,橋梁,防府土木建築事務所,0835-22-3485,34.1815,131.64212,第一庄方B橋,ﾀﾞｲｲﾁｼｮｳｶﾞﾀBﾊｼ,一般国道,３７６号,山口市徳地堀,RCボックス,不明,3.2,7.5,,,,,○,,,,2022,,○,,,,,,,○,,,,,,,,83-01-001487,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001487_橋梁管理カルテ【第一庄方B橋】.pdf,POINT (14654333.765347017 4053199.1563567156),BR_0018,bridge,86.91672411277116,17557.482986586718,0.052159714472798366,0,0,0,0,0,2,19.061420202915404,0.0,100.0,31.43685212174924,31,low,314.0,314.0,0.0,0.0,337.0,2.669057295402024,【低重要度】比較的重要度が低い橋梁です（ランク31位、スコア31.4）。 この橋梁は、多数の交通経路が通過する重要な結節点であり、通行不能になると広範囲に影響が及びます。 河川に近接しており、洪水リスクに留意が必要です。
83-01-001488,橋梁,防府土木建築事務所,0835-22-3485,34.18261,131.64838,第二庄方橋,ﾀﾞｲﾆｼｮｳｶﾞﾀﾊﾞｼ,一般国道,３７６号,山口市徳地堀,RC床版橋,1952,4.3,7.4,,,,,○,,,,2019,○,,,,,○,,,,,,,,,,,,,POINT (14655030.62535938 4053348.52311679),BR_0019,bridge,4.15700904373065,17555.11698587563,9.604264463114791e-05,0,0,0,0,0,2,0.03509814471220532,0.0,100.0,20.021058886827323,642,very_low,320.0,320.0,0.0,0.0,337.0,2.6977448402263127,【最低重要度】重要度が最も低いクラスの橋梁です（ランク642位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001489,橋梁,防府土木建築事務所,0835-22-3485,34.18264,131.64836,第二庄方橋側道橋,ﾀﾞｲﾆｼｮｳｶﾞﾀﾊﾞｼｿｸﾄﾞｳｷｮｳ,一般国道,３７６号,山口市徳地堀,RC床版橋,1976,5.9,1.8,,,,,○,,,,2019,○,,,,,○,,,,,,,,,,,,,POINT (14655028.398969565 4053352.560083528),BR_0020,bridge,4.650426215580124,17559.508255463028,0.0025447704069869316,0,0,0,0,0,2,0.9299693937707162,0.0,100.0,20.55798163626243,298,very_low,322.0,322.0,0.0,0.0,339.0,2.7143995537493026,【最低重要度】重要度が最も低いクラスの橋梁です（ランク298位、スコア20.6）。 ネットワーク上で一定の交通経路が通過しています。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001490,橋梁,防府土木建築事務所,0835-22-3485,34.18963,131.65331,出雲合橋,ｲｽﾞﾓｱｲﾊｼ,一般国道,３７６号,山口市徳地堀,RCT桁橋,1954,80.5,6.4,,,,,○,,,,2019,,,○,,,○,,,,,○,,,,,断面修復工,83-01-001490,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230131/83-01-001490_橋梁管理カルテ【出雲合橋】.pdf,POINT (14655579.430448992 4054293.212472697),BR_0021,bridge,25.99467217978883,18390.035102016405,0.009435198421115733,0,0,0,0,0,2,3.448030412370509,0.0,100.0,22.068818247422307,151,very_low,736.0,736.0,0.0,0.0,750.0,6.151286955135868,【最低重要度】重要度が最も低いクラスの橋梁です（ランク151位、スコア22.1）。 ネットワーク上で一定の交通経路が通過しています。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001491,橋梁,防府土木建築事務所,0835-22-3485,34.18969,131.65333,出雲合橋側道橋,ｲｽﾞﾓｱｲﾊｼ,一般国道,３７６号,山口市徳地堀,PCT桁橋,1977,82.7,3.1,,,,,○,,,,2019,,○,,,,○,,,,,,,,,,,,,POINT (14655581.656838808 4054301.287079568),BR_0022,bridge,17.77943085806487,18397.668411996274,0.04239505307522756,0,0,0,0,0,2,15.492989740448984,0.0,100.0,29.29579384426939,37,very_low,736.0,736.0,0.0,0.0,750.0,6.151286955135868,【最低重要度】重要度が最も低いクラスの橋梁です（ランク37位、スコア29.3）。 この橋梁は、多数の交通経路が通過する重要な結節点であり、通行不能になると広範囲に影響が及びます。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001492,橋梁,防府土木建築事務所,0835-22-3485,34.18905,131.65502,西川橋,ﾆｼｶﾜﾊｼ,一般国道,３７６号,山口市徳地堀,RC床版橋,1954,3.5,11.4,,,,,○,,,,2019,○,,,,,○,,,,,,,,,,,,,POINT (14655769.786778249 4054215.1582357516),BR_0023,bridge,151.51683651345778,18284.319824008333,0.0035871660318543587,0,0,0,0,0,2,1.3109059311752815,0.0,100.0,20.78654355870517,257,very_low,791.0,791.0,6.0,6.0,805.0,6.930543636326162,【最低重要度】重要度が最も低いクラスの橋梁です（ランク257位、スコア20.8）。 ネットワーク上で一定の交通経路が通過しています。
83-01-001493,橋梁,防府土木建築事務所,0835-22-3485,34.18104,131.67719,鳴谷橋,ﾅﾙﾀﾆﾊﾞｼ,一般国道,３７６号,山口市徳地山畑,RCT桁橋,1963,6.9,8.4,,,,,○,,,,2019,○,,,,,○,,,,,,,,,,,,,POINT (14658237.739889136 4053137.257194261),BR_0024,bridge,7.0426082067011215,16285.604495835913,0.033634532559876786,0,0,0,0,0,2,12.291515874512706,0.0,100.0,27.374909524707626,46,very_low,62.0,62.0,45.0,45.0,68.0,2.91967014837258,【最低重要度】重要度が最も低いクラスの橋梁です（ランク46位、スコア27.4）。 この橋梁は、多数の交通経路が通過する重要な結節点であり、通行不能になると広範囲に影響が及びます。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001494,橋梁,防府土木建築事務所,0835-22-3485,34.17393,131.69114,山畑橋,ﾔﾏﾊﾀﾊｼ,一般国道,３７６号,山口市徳地山畑,RCT桁橋,1965,5.7,12.0,,,,,○,,,,2019,,○,,,,○,,,,,,,,,,,,,POINT (14659790.646785699 4052180.5543616875),BR_0025,bridge,3.864818928537924,14776.295952790235,0.033076869161033286,0,0,0,0,0,2,12.087721500164944,0.0,100.0,27.252632900098966,49,very_low,183.0,183.0,20.0,20.0,191.0,2.59582226797806,【最低重要度】重要度が最も低いクラスの橋梁です（ランク49位、スコア27.3）。 この橋梁は、多数の交通経路が通過する重要な結節点であり、通行不能になると広範囲に影響が及びます。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001495,橋梁,防府土木建築事務所,0835-22-3485,34.16559,131.70405,中畑1号橋,ﾅｶﾊﾀ1ｺﾞｳｷｮｳ,一般国道,３７６号,山口市徳地島地,RC床版橋,1975,5.1,8.3,,,,,○,,,,2019,,,○,,,○,,,,,,○,,,,"断面修復工
伸縮装置取換",83-01-001495,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230131/83-01-001495_橋梁管理カルテ【中畑１号橋】.pdf,POINT (14661227.78141184 4051058.4486946305),BR_0026,bridge,116.14374405822655,13224.265721222693,0.01564742555173336,0,0,0,0,0,2,5.718247435786303,0.0,100.0,23.430948461471782,99,very_low,481.0,481.0,0.0,0.0,492.0,4.017172683082317,【最低重要度】重要度が最も低いクラスの橋梁です（ランク99位、スコア23.4）。 この橋梁は、多数の交通経路が通過する重要な結節点であり、通行不能になると広範囲に影響が及びます。
83-01-001496,橋梁,防府土木建築事務所,0835-22-3485,34.16414,131.70484,中畑2号B橋,ﾅｶﾊﾀ2ｺﾞｳBﾊｼ,一般国道,３７６号,山口市徳地島地,RCボックス,不明,2.9,8.0,,,,,○,,,,2022,,○,,,,,,,○,,,,,,,,83-01-001496,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001496_橋梁管理カルテ【中畑2号B橋】.pdf,POINT (14661315.723809568 4050863.369694009),BR_0027,bridge,127.50056694675675,13011.440610383856,0.0001748024089052024,0,0,0,0,0,2,0.06388037592425003,0.0,100.0,20.03832822555455,606,very_low,481.0,481.0,0.0,0.0,491.0,4.013626583791537,【最低重要度】重要度が最も低いクラスの橋梁です（ランク606位、スコア20.0）。
83-01-001497,橋梁,防府土木建築事務所,0835-22-3485,34.16124,131.70413,石曽根橋,ｲｼｿﾈﾊｼ,一般国道,３７６号,山口市徳地島地,PC床版橋,1975,7.9,8.3,,,,,○,,,,2019,○,,,,,○,,,,,,,,,,,,,POINT (14661236.686971106 4050473.221744274),BR_0028,bridge,4.7094165916426665,12667.198775657718,0.013705748356097426,0,0,0,0,0,2,5.0086744387229,0.0,100.0,23.00520466323374,111,very_low,505.0,505.0,2.0,2.0,514.0,4.317021066545993,【最低重要度】重要度が最も低いクラスの橋梁です（ランク111位、スコア23.0）。 この橋梁は、多数の交通経路が通過する重要な結節点であり、通行不能になると広範囲に影響が及びます。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001498,橋梁,防府土木建築事務所,0835-22-3485,34.16128,131.70409,石曽根橋側道橋,ｲｼｿﾈﾊｼｿｸﾄﾞｳｷｮｳ,一般国道,３７６号,山口市徳地島地,PCT桁橋,1993,15.0,2.9,,,,,○,,,,2019,○,,,,,○,,,,,,,,,,,,,POINT (14661232.234191475 4050478.603004159),BR_0029,bridge,7.86867017385093,12673.742783186055,0.00030157427303999777,0,0,0,0,0,2,0.11020830920771213,0.0,100.0,20.066124985524628,534,very_low,503.0,503.0,0.0,0.0,511.0,4.189736233962866,【最低重要度】重要度が最も低いクラスの橋梁です（ランク534位、スコア20.1）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001499,橋梁,防府土木建築事務所,0835-22-3485,34.13702,131.71586,上村B橋,ｶﾐﾑﾗBﾊｼ,一般国道,３７６号,山口市徳地上村,RCボックス,不明,4.7,27.0,,,,,○,,,,2022,,○,,,,,,,○,2019.0,,,,,,,83-01-001499,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001499_橋梁管理カルテ【上村B橋】.pdf,POINT (14662542.46459811 4047215.3368175835),BR_0030,bridge,39.40688136142319,9162.76497016067,0.0024640001475592773,0,0,0,0,0,2,0.9004524404972869,0.0,100.0,20.54027146429837,306,very_low,273.0,273.0,0.0,0.0,282.0,2.2779902781098094,【最低重要度】重要度が最も低いクラスの橋梁です（ランク306位、スコア20.5）。 ネットワーク上で一定の交通経路が通過しています。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001500,橋梁,防府土木建築事務所,0835-22-3485,34.13692,131.71591,新上村橋,ｼﾝｶﾐﾑﾗﾊｼ,一般国道,３７６号,山口市徳地上村,PCT桁橋,1981,71.8,13.4,,,,,○,,,,2019,○,,,,,○,,,,,,,,,,,,,POINT (14662548.030572651 4047201.887535899),BR_0031,bridge,25.047979813039507,9148.25194431489,1.0900941612638451e-05,0,0,0,0,0,2,0.0039836764979668425,0.0,100.0,20.00239020589878,703,very_low,267.0,267.0,0.0,0.0,276.0,2.22802613754084,【最低重要度】重要度が最も低いクラスの橋梁です（ランク703位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001501,橋梁,防府土木建築事務所,0835-22-3485,34.17951,131.6012,奥開作1号B橋,ｵｸｶｲｻｸ1ｺﾞｳBﾊｼ,一般国道,３７６号,山口市徳地堀,RCボックス,不明,3.1,19.3,,,,,○,,,,2018,,○,,,○,,,,,,,,,,,,,,POINT (14649778.571783755 4052931.3776254305),BR_0032,bridge,225.92635968920317,18223.65416552533,0.09315166326972914,0,0,0,0,0,2,34.041654831350286,0.0,100.0,40.424992898810174,14,low,19.0,19.0,5.0,5.0,25.0,0.4199134122411481,【低重要度】比較的重要度が低い橋梁です（ランク14位、スコア40.4）。 この橋梁は、多数の交通経路が通過する重要な結節点であり、通行不能になると広範囲に影響が及びます。
83-01-001502,橋梁,防府土木建築事務所,0835-22-3485,34.14558,131.71269,蔵場1号B橋,ｸﾗﾊﾞ1ｺﾞｳBﾊｼ,一般国道,３７６号,山口市徳地上村,RCボックス,不明,2.0,8.0,,,,,○,,,,2022,○,,,,,,,,○,,,,,,,,83-01-001502,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001502_橋梁管理カルテ【蔵場1号B橋】.pdf,POINT (14662189.581812296 4048366.654326103),BR_0033,bridge,5.857151835332453,10366.764478229956,0.011172524462561444,0,0,0,0,0,2,4.082924641378118,0.0,100.0,22.449754784826872,133,very_low,325.0,325.0,4.0,4.0,334.0,2.9251808692462613,【最低重要度】重要度が最も低いクラスの橋梁です（ランク133位、スコア22.4）。 この橋梁は、多数の交通経路が通過する重要な結節点であり、通行不能になると広範囲に影響が及びます。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
